date,open,close,high,low,volume,code
2017-11-15,67.985,67.227,68.422,66.634,1009459.0,601318
2017-11-16,66.838,70.928,71.025,66.79,1163764.0,601318
2017-11-17,70.627,73.124,73.172,69.753,1580393.0,601318
2017-11-20,72.648,73.551,74.309,71.958,1141281.0,601318
2017-11-21,72.988,76.203,77.408,72.988,1445569.0,601318
2017-11-22,77.233,75.242,77.68,74.396,1293487.0,601318
2017-11-23,74.416,72.201,76.203,71.599,1576210.0,601318
2017-11-24,72.036,72.492,73.308,70.637,1317843.0,601318
2017-11-27,72.57,71.453,72.764,69.51,1637232.0,601318
2017-11-28,70.627,70.656,71.443,69.83,786469.0,601318
2017-11-29,71.443,70.355,72.075,69.228,875004.0,601318
2017-11-30,69.335,67.926,69.626,67.567,1163733.0,601318
2017-12-01,67.664,66.158,68.179,65.974,1393046.0,601318
2017-12-04,65.673,67.411,68.344,65.449,1159283.0,601318
2017-12-05,66.935,69.17,69.461,66.819,1692539.0,601318
2017-12-06,68.878,67.421,69.073,66.061,1245607.0,601318
2017-12-07,67.373,66.683,67.819,65.673,859703.0,601318
2017-12-08,66.974,69.452,69.811,66.702,1095632.0,601318
2017-12-11,69.17,71.161,71.22,68.801,1139927.0,601318
2017-12-12,71.161,69.18,71.463,69.141,777900.0,601318
2017-12-13,69.18,70.064,70.549,68.198,865117.0,601318
2017-12-14,70.064,68.985,70.102,68.587,676186.0,601318
2017-12-15,68.674,68.373,69.403,68.053,735547.0,601318
2017-12-18,68.208,68.655,69.879,68.208,679116.0,601318
2017-12-19,68.888,71.482,71.531,68.694,1270583.0,601318
2017-12-20,71.395,71.832,72.463,70.996,939382.0,601318
2017-12-21,71.54,72.774,73.425,71.123,934707.0,601318
2017-12-22,72.667,71.909,73.056,71.531,719526.0,601318
2017-12-25,71.948,72.045,73.998,71.278,1109978.0,601318
2017-12-26,71.997,71.832,72.434,70.802,832289.0,601318
2017-12-27,71.356,68.344,71.356,68.024,1506834.0,601318
2017-12-28,68.296,68.577,69.384,67.683,1130886.0,601318
2017-12-29,69.063,67.985,69.49,67.518,1040018.0,601318
2018-01-02,68.208,70.52,70.724,68.179,1236163.0,601318
2018-01-03,71.307,68.946,71.793,68.111,1794054.0,601318
2018-01-04,68.995,69.15,70.141,68.538,1061157.0,601318
2018-01-05,69.549,68.869,69.83,68.441,772075.0,601318
2018-01-08,68.772,68.014,68.772,67.343,1228729.0,601318
2018-01-09,68.296,69.821,70.025,68.033,1239491.0,601318
2018-01-10,69.558,69.675,69.821,68.694,828123.0,601318
2018-01-11,69.024,70.579,71.035,68.976,1096288.0,601318
2018-01-12,70.588,72.288,72.376,70.268,1282662.0,601318
2018-01-15,73.202,75.436,76.262,73.202,2006598.0,601318
2018-01-16,75.465,75.591,77.214,74.999,1501643.0,601318
2018-01-17,75.873,75.135,77.087,74.319,1413574.0,601318
2018-01-18,76.32,75.397,77.826,74.882,2074471.0,601318
2018-01-19,76.067,75.378,76.806,74.698,1553809.0,601318
2018-01-22,74.911,76.495,76.942,74.853,1215882.0,601318
2018-01-23,78.01,76.514,78.962,76.058,1919898.0,601318
2018-01-24,76.747,74.26,77.175,74.202,1689141.0,601318
2018-01-25,73.765,73.143,73.823,72.667,1234396.0,601318
2018-01-26,73.153,73.93,74.659,73.066,1125546.0,601318
2018-01-29,74.474,71.268,74.513,70.812,1517843.0,601318
2018-01-30,70.821,71.288,72.24,70.724,867816.0,601318
2018-01-31,70.579,72.939,73.007,70.452,934726.0,601318
2018-02-01,72.862,73.328,73.444,71.939,1415762.0,601318
2018-02-02,72.735,73.843,74.202,72.016,1007583.0,601318
2018-02-05,72.279,73.551,73.784,72.181,948054.0,601318
2018-02-06,71.744,71.667,72.57,70.433,2049666.0,601318
2018-02-07,72.473,69.345,72.521,68.49,1747840.0,601318
2018-02-08,68.597,67.023,69.461,66.421,1530108.0,601318
2018-02-09,64.604,62.593,65.06,60.426,2492029.0,601318
2018-02-12,62.816,63.108,63.778,62.175,1029611.0,601318
2018-02-13,64.312,65.109,66.401,64.176,1147957.0,601318
2018-02-14,65.575,66.926,67.217,65.284,646501.0,601318
2018-02-22,68.228,67.781,68.412,67.256,783649.0,601318
2018-02-23,68.247,68.626,69.422,67.839,556011.0,601318
2018-02-26,68.966,68.781,69.539,67.615,693840.0,601318
2018-02-27,68.995,67.819,69.16,67.489,780994.0,601318
2018-02-28,67.227,65.828,67.266,65.77,782170.0,601318
2018-03-01,65.264,66.965,67.402,64.973,663296.0,601318
2018-03-02,66.061,65.75,66.702,65.527,581439.0,601318
2018-03-05,65.731,65.945,66.634,65.09,609823.0,601318
2018-03-06,66.45,67.343,67.411,65.478,657077.0,601318
2018-03-07,67.013,66.819,68.179,66.236,590555.0,601318
2018-03-08,67.091,68.529,68.82,66.799,692681.0,601318
2018-03-09,68.976,68.869,69.422,68.305,476222.0,601318
2018-03-12,69.558,69.092,69.811,68.587,583351.0,601318
2018-03-13,69.17,67.441,69.316,67.207,609492.0,601318
2018-03-14,66.887,66.858,67.227,66.314,514760.0,601318
2018-03-15,66.459,68.48,68.684,66.45,627110.0,601318
2018-03-16,68.684,68.5,69.898,68.441,701326.0,601318
2018-03-19,68.869,71.705,71.773,68.47,924499.0,601318
2018-03-20,71.016,71.977,72.075,70.627,659778.0,601318
2018-03-21,74.513,71.715,74.523,70.948,1367485.0,601318
2018-03-22,71.414,70.802,72.055,69.636,902877.0,601318
2018-03-23,68.004,68.296,68.752,67.441,1486954.0,601318
2018-03-26,67.227,66.333,67.975,65.07,1380985.0,601318
2018-03-27,67.596,66.217,67.674,65.575,1039920.0,601318
2018-03-28,65.09,63.535,65.75,63.03,1420787.0,601318
2018-03-29,63.555,64.497,65.362,61.699,1462545.0,601318
2018-03-30,64.128,63.448,64.38,62.952,842022.0,601318
2018-04-02,62.418,62.816,64.361,62.389,805559.0,601318
2018-04-03,62.127,62.671,63.098,62.02,604070.0,601318
2018-04-04,63.049,62.709,63.71,62.156,679989.0,601318
2018-04-09,63.137,64.079,64.108,62.224,716142.0,601318
2018-04-10,63.817,66.304,66.45,63.526,905139.0,601318
2018-04-11,66.353,65.741,66.615,65.556,720924.0,601318
2018-04-12,65.974,64.818,66.032,64.788,544502.0,601318
2018-04-13,65.507,64.293,65.527,64.167,466385.0,601318
2018-04-16,64.128,62.467,64.759,62.059,809639.0,601318
2018-04-17,62.603,61.33,63.011,61.039,831672.0,601318
2018-04-18,61.961,61.699,62.127,60.815,764845.0,601318
2018-04-19,62.078,62.641,63.098,61.845,726473.0,601318
2018-04-20,62.369,62.321,63.02,61.699,603340.0,601318
2018-04-23,62.321,63.137,63.302,61.961,544466.0,601318
2018-04-24,63.535,64.662,65.148,63.419,906954.0,601318
2018-04-25,64.157,63.632,64.565,63.448,477827.0,601318
2018-04-26,63.807,61.32,64.011,61.019,841553.0,601318
2018-04-27,61.738,59.154,61.913,56.677,2602862.0,601318
2018-05-02,59.61,59.591,60.028,59.018,708908.0,601318
2018-05-03,59.144,59.688,59.824,58.192,629125.0,601318
2018-05-04,59.581,58.979,59.882,58.911,441586.0,601318
2018-05-07,58.824,59.445,59.717,58.007,829447.0,601318
2018-05-08,59.61,61.281,62.059,59.494,1174720.0,601318
2018-05-09,61.301,61.155,61.592,60.737,484431.0,601318
2018-05-10,61.495,61.379,61.932,60.825,498178.0,601318
2018-05-11,61.767,61.301,61.845,61.019,452105.0,601318
2018-05-14,61.884,62.272,62.739,61.689,683709.0,601318
2018-05-15,62.661,62.146,62.748,61.592,529529.0,601318
2018-05-16,61.864,61.019,62.097,60.844,559514.0,601318
2018-05-17,61.291,60.232,61.388,60.174,477782.0,601318
2018-05-18,60.116,61.243,61.32,59.834,566253.0,601318
2018-05-21,61.738,61.845,62.321,61.466,705065.0,601318
2018-05-22,61.767,61.213,62.02,60.718,437692.0,601318
2018-05-23,61.155,59.999,61.155,59.912,569154.0,601318
2018-05-24,60.193,59.474,60.494,59.416,441513.0,601318
2018-05-25,59.63,59.776,60.407,59.591,353929.0,601318
2018-05-28,60.038,60.718,61.087,59.795,458948.0,601318
2018-05-29,60.543,60.601,60.873,59.552,636474.0,601318
2018-05-30,59.562,58.921,59.941,58.853,490836.0,601318
2018-05-31,59.368,60.358,60.407,58.979,665388.0,601318
2018-06-01,60.145,59.882,60.417,59.533,408007.0,601318
2018-06-04,60.329,61.719,61.893,60.135,858897.0,601318
2018-06-05,61.777,62.739,63.147,61.408,885172.0,601318
2018-06-06,62.593,61.991,62.612,61.893,490220.0,601318
2018-06-07,62.644,62.614,63.901,62.396,746266.0,601318
2018-06-08,62.347,61.772,62.614,61.337,579391.0,601318
2018-06-11,61.634,62.406,62.574,61.238,512803.0,601318
2018-06-12,62.574,63.267,63.614,62.198,763559.0,601318
2018-06-13,63.168,63.119,63.277,62.723,459053.0,601318
2018-06-14,62.951,63.802,64.703,62.822,798484.0,601318
2018-06-15,63.465,63.99,64.515,63.386,666582.0,601318
2018-06-19,63.168,61.475,63.564,61.188,1278263.0,601318
2018-06-20,61.287,61.238,61.921,60.178,743195.0,601318
2018-06-21,61.248,60.485,61.941,60.396,605493.0,601318
2018-06-22,60.0,60.465,60.891,60.0,465376.0,601318
2018-06-25,60.673,59.198,60.743,59.01,607496.0,601318
2018-06-26,58.515,58.654,59.02,57.228,717927.0,601318
2018-06-27,58.515,56.931,58.861,56.871,697084.0,601318
2018-06-28,56.545,56.267,57.376,55.97,735991.0,601318
2018-06-29,56.555,58.0,58.05,56.535,645112.0,601318
2018-07-02,57.703,54.673,57.703,54.109,900189.0,601318
2018-07-03,55.05,55.782,56.0,53.792,949167.0,601318
2018-07-04,55.673,54.97,56.317,54.822,519493.0,601318
2018-07-05,55.149,54.98,55.713,54.634,548434.0,601318
2018-07-06,55.426,56.376,57.079,54.99,824311.0,601318
2018-07-09,57.03,58.297,58.327,56.634,696043.0,601318
2018-07-10,58.416,57.604,58.465,56.98,555627.0,601318
2018-07-11,56.188,56.525,56.941,56.0,473781.0,601318
